price,lunch,obj_rayon,n_seats,is_net,type,sumareaLive,sumareaComm,meanareaLive,meanareaComm,maxareaLive,maxareaComm,metro_near_500m,places_near_300m,dist_to_metro,IT-компания_300m,PR-агентство_300m,Wi-Fi хот-спот_300m,Автоматизация производств_300m,Автомобильная парковка_300m,Автомобильные грузоперевозки_300m,Автошкола_300m,Агентство недвижимости_300m,Адвокаты_300m,Администрация_300m,Антикварный магазин_300m,Аптека_300m,Архитектурное бюро_300m,Ассоциации и промышленные союзы_300m,Ателье по пошиву и ремонту одежды_300m,Аудиторская компания_300m,Аутсорсинг_300m,Банк_300m,Банкетный зал_300m,Банкомат_300m,"Бар, паб_300m",Библиотека_300m,Бизнес-консалтинг_300m,Бизнес-центр_300m,Благотворительный фонд_300m,Брокерская компания_300m,"Булочная, пекарня_300m",Бухгалтерские услуги_300m,Быстрое питание_300m,Бытовые услуги_300m,Бюро переводов_300m,ВУЗ_300m,Вейп шоп_300m,Велопарковка_300m,Видеосъемка_300m,"Визажисты, стилисты_300m",Выставочный центр_300m,Гостиница_300m,Гостиница для животных_300m,Двери_300m,"Дезинфекция, дезинсекция, дератизация_300m",Денежные переводы_300m,Детские игровые залы и площадки_300m,Детские игрушки и игры_300m,Детский магазин_300m,Диагностический центр_300m,Дизайн интерьеров_300m,Дополнительное образование_300m,Доставка еды и обедов_300m,Доставка цветов и букетов_300m,Достопримечательность_300m,Железнодорожные и авиабилеты_300m,Жилой комплекс_300m,Жильё посуточно_300m,Заказ автомобилей_300m,Изготовление и оптовая продажа сувениров_300m,Изготовление печатей и штампов_300m,Издательские услуги_300m,Изделия из камня_300m,Инвестиционная компания_300m,Инжиниринг_300m,Интернет-магазин_300m,Интернет-маркетинг_300m,Интернет-провайдер_300m,Информационное агентство_300m,Информационный интернет-сайт_300m,Кадровое агентство_300m,Кальян-бар_300m,Кафе_300m,Квесты_300m,Кейтеринг_300m,Киностудия_300m,Клининговые услуги_300m,Клуб досуга_300m,Книжный магазин_300m,Комиссионный магазин_300m,Коммунальная служба_300m,Компьютерный ремонт и услуги_300m,Кондитерская_300m,Концертные и театральные агентства_300m,Копировальный центр_300m,Косметология_300m,Кофейня_300m,Кредитный брокер_300m,Культурный центр_300m,Курсы и мастер-классы_300m,Курсы иностранных языков_300m,Курьерские услуги_300m,Логистическая компания_300m,Ломбард_300m,Магазин алкогольных напитков_300m,Магазин белья и купальников_300m,Магазин бижутерии_300m,Магазин галантереи и аксессуаров_300m,Магазин кулинарии_300m,Магазин мебели_300m,Магазин обуви_300m,Магазин одежды_300m,Магазин парфюмерии и косметики_300m,Магазин подарков и сувениров_300m,Магазин посуды_300m,Магазин продуктов_300m,Магазин сумок и чемоданов_300m,Магазин табака и курительных принадлежностей_300m,Магазин хозтоваров и бытовой химии_300m,Магазин цветов_300m,Магазин часов_300m,Магазин чая и кофе_300m,Магазин электроники_300m,Магия и эзотерика_300m,Маркетинговые услуги_300m,Массажный салон_300m,Мебель на заказ_300m,"Медицинское оборудование, медтехника_300m","Медцентр, клиника_300m",Металлопрокат_300m,Металлоремонт_300m,"Министерства, ведомства, государственные службы_300m",Музей_300m,Музыкальное образование_300m,Музыкальный магазин_300m,НИИ_300m,Научно-производственная организация_300m,Нефтегазовая компания_300m,Нефтепродукты_300m,Ногтевая студия_300m,Нотариусы_300m,Оборудование и материалы для салонов красоты_300m,Обучение мастеров для салонов красоты_300m,Общественная организация_300m,Общественный фонд_300m,Оздоровительный центр_300m,Оператор сотовой связи_300m,Организация и обслуживание выставок_300m,Организация и проведение детских праздников_300m,Организация конференций и семинаров_300m,Органы государственного надзора_300m,Ортопедический салон_300m,Остановка общественного транспорта_300m,Отделение полиции_300m,Охранное предприятие_300m,Оценочная компания_300m,"Памятник, скульптура_300m",Парикмахерская_300m,Пиццерия_300m,Платёжный терминал_300m,Полиграфические услуги_300m,Политическая партия_300m,Помощь в оформлении виз и загранпаспортов_300m,Православный храм_300m,Праздничное агентство_300m,Программное обеспечение_300m,Продажа и аренда коммерческой недвижимости_300m,Продукты питания оптом_300m,Продюсерский центр_300m,Проектная организация_300m,Прокат велосипедов_300m,Промышленная химия_300m,Промышленное оборудование_300m,Промышленное строительство_300m,Психологическая служба_300m,Психотерапевтическая помощь_300m,Пункт выдачи_300m,Пункт техосмотра_300m,Распространители косметики и бытовой химии_300m,Расходные материалы для оргтехники_300m,Регистрация и ликвидация предприятий_300m,Редакция СМИ_300m,Рекламное агентство_300m,Религиозные товары_300m,Ремонт бытовой техники_300m,Ремонт обуви_300m,Ремонт оргтехники_300m,Ремонт планшетов и ноутбуков_300m,Ремонт сотовых телефонов_300m,Ремонт часов_300m,Ресторан_300m,СПА-салон_300m,Салон красоты_300m,Салон оптики_300m,Салон связи_300m,Саморегулируемая организация_300m,Свадебный салон_300m,Секс-шоп_300m,Сертификация продукции и услуг_300m,Системы безопасности и охраны_300m,Спортивная одежда и обувь_300m,Спортивное объединение_300m,Спортивный инвентарь и оборудование_300m,"Спортивный клуб, секция_300m","Спортплощадка, воркаут_300m",Столовая_300m,Стоматологическая клиника_300m,Страховая компания_300m,Страховой брокер_300m,Строительная компания_300m,Строительные и отделочные работы_300m,Строительство дачных домов и коттеджей_300m,Строительство и обслуживание инженерных сетей_300m,Стройматериалы оптом_300m,Студия веб-дизайна_300m,Студия графического дизайна_300m,Студия дизайна_300m,Студия звукозаписи_300m,Студия ландшафтного дизайна_300m,Супермаркет_300m,Суши-бар_300m,ТСЖ_300m,Такси_300m,Тара и упаковочные материалы_300m,Тату-салон_300m,Творческий коллектив_300m,Театр_300m,Театрально-концертная касса_300m,Телекоммуникационная компания_300m,Телекомпания_300m,Техническое обслуживание зданий_300m,Типография_300m,Товары для здоровья_300m,Товары для мобильных телефонов_300m,Товары для творчества и рукоделия_300m,Точка продажи прессы_300m,Тренинги_300m,Туалет_300m,Турагентство_300m,Туроператор_300m,Управляющая компания_300m,Услуги репетиторов_300m,Услуги частных специалистов_300m,"Установка, ремонт и вскрытие замков_300m",Учебный центр_300m,Фармацевтическая компания_300m,Финансовый консалтинг_300m,Фитнес-клуб_300m,"Фитопродукция, БАДы_300m",Фотоуслуги_300m,Химчистка_300m,Хостел_300m,Художественная мастерская_300m,Центр йоги_300m,Центр повышения квалификации_300m,Школа искусств_300m,Школа танцев_300m,Экспертиза_300m,Электромонтажные работы_300m,Электротехническая продукция_300m,Ювелирная мастерская_300m,Ювелирный магазин_300m,Юридические услуги_300m,прочее_300m
0,250,-1.0,7,210,1,4,122006,466864,334,1279,9430,33421,3,26,37.030322571,0,0,3,0,8,1,0,3,5,0,0,2,0,0,1,2,0,1,0,2,2,0,0,0,2,1,1,2,2,2,4,2,3,1,0,0,2,1,1,0,1,2,1,0,1,0,1,0,0,1,1,0,3,0,0,0,3,3,0,1,0,4,1,0,1,1,1,0,5,0,0,0,1,0,2,0,1,5,0,0,1,1,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,2,0,0,0,2,0,1,0,1,3,0,2,0,2,2,0,2,0,0,0,0,1,1,0,2,0,0,1,0,1,0,1,0,1,0,0,0,1,2,1,12,3,1,0,3,2,0,2,2,0,0,1,0,0,1,15,5,1,0,0,1,1,1,2,1,3,0,1,1,3,0,2,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,1,1,3,2,14,2,1,0,2,1,0,0,0,1,1,4,1,4,0,0,0,0,2,0,1,0,0,1,9,0
1,1500,250.0,5,60,0,5,361055,753622,898,1875,14005,51076,1,17,323.755907555,1,0,2,0,21,1,0,7,3,0,0,0,1,1,6,1,0,2,0,1,1,0,3,2,2,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,1,0,1,0,1,0,0,1,1,2,0,2,0,0,1,1,3,0,1,1,1,1,0,0,2,2,0,2,0,0,1,0,0,1,0,1,1,1,4,0,0,2,0,0,1,2,0,0,0,2,0,0,1,0,1,0,5,1,2,0,3,0,0,1,1,0,0,1,0,1,0,1,0,2,0,0,2,1,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,0,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,5,1,0,2,0,0,1,2,0,0,0,0,1,1,2,1,0,4,1,1,1,0,1,1,4,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,9,3,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,8,1
2,2000,180.0,2,80,1,1,345612,656674,817,1552,21542,84261,2,20,149.739282204,4,2,6,1,12,3,1,21,8,1,1,3,3,0,2,2,2,6,0,5,3,0,8,4,5,1,0,2,0,0,4,2,0,0,4,0,0,1,0,0,0,5,0,1,0,2,3,4,1,0,0,1,2,0,0,2,0,0,2,5,4,6,3,1,0,2,1,1,6,1,0,0,2,0,0,1,1,6,0,2,0,0,2,0,0,1,1,0,2,2,1,0,1,0,0,1,0,5,2,2,0,2,0,2,0,1,0,0,0,0,5,0,0,4,9,4,1,4,0,2,0,1,1,0,2,3,4,0,2,6,1,0,0,2,3,2,0,0,0,0,1,3,1,0,0,11,1,1,2,0,5,8,8,0,0,3,1,0,1,2,2,4,3,0,1,1,5,7,5,0,3,1,0,3,6,0,5,0,6,1,1,0,0,0,1,1,0,0,0,1,1,0,3,1,2,15,7,3,0,0,4,2,3,1,0,1,0,4,0,0,1,1,3,1,3,4,1,2,0,2,1,3,4,2,11,3,0,1,1,1,1,2,0,1,1,3,1,0,1,0,0,1,1,1,0,1,2,2,18,1
3,1000,-1.0,4,73,0,1,96250,639870,285,1893,15042,42111,2,17,76.48152806659999,1,0,1,1,3,1,1,6,2,0,1,5,0,3,1,1,0,3,0,4,10,0,3,2,3,0,1,4,7,0,6,5,2,0,0,0,1,3,0,0,0,7,0,0,1,0,1,2,0,0,6,2,0,0,0,1,2,0,0,2,0,4,2,1,1,2,0,0,10,0,1,0,1,1,1,0,0,1,0,0,1,3,3,0,1,1,0,1,0,1,2,0,0,0,1,1,0,5,3,2,0,4,0,1,1,6,0,2,0,0,1,1,0,1,2,0,1,5,3,1,1,2,0,1,0,2,2,0,1,2,0,0,0,0,0,1,3,0,3,0,1,0,2,2,1,13,2,0,2,1,4,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,0,0,5,0,6,1,4,1,1,2,1,1,1,0,0,0,0,1,1,2,2,0,0,5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,10,1,0,1,0,1,2,0,1,0,1,2,1,1,0,0,0,0,2,4,1,1,1,0,10,1
4,1500,350.0,5,78,0,5,247240,810187,529,1735,21447,84261,2,16,190.11212134,0,0,6,0,9,1,0,5,1,0,0,2,1,0,1,2,0,4,1,13,2,0,4,1,1,0,3,0,6,1,1,1,1,2,0,2,0,4,1,0,0,3,0,1,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,1,0,8,3,0,0,0,0,1,6,0,0,0,0,0,2,0,1,1,1,1,0,1,2,3,0,0,1,0,0,0,1,1,2,1,0,2,7,13,7,1,1,1,1,0,0,3,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,1,0,0,0,0,2,0,0,0,5,0,2,12,2,0,2,0,3,0,4,0,0,0,1,0,0,2,5,4,1,0,1,0,0,3,1,0,2,0,0,0,2,0,9,0,16,3,1,0,0,0,0,0,7,0,0,1,1,2,3,1,0,1,1,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,1,3,0,0,0,0,2,0,0,1,1,5,7,1,2,0,1,0,2,0,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,5,4
5,1550,350.0,5,165,0,5,308539,861852,801,2239,20609,51076,1,18,83.4958755636,1,0,3,1,5,0,0,4,3,0,1,2,1,0,1,0,0,5,0,7,5,2,5,2,1,0,1,0,4,2,2,0,2,0,0,0,0,13,2,0,2,5,0,1,0,1,1,1,0,0,0,0,1,3,3,1,2,1,0,2,0,4,0,3,3,0,1,1,15,0,0,0,0,0,0,1,2,1,2,1,0,2,5,0,0,1,1,2,2,0,1,0,0,0,0,3,2,5,2,2,2,4,1,1,0,4,2,0,2,0,2,0,0,1,3,0,2,0,1,0,1,0,0,1,1,2,2,0,1,0,1,0,0,0,2,1,0,0,2,0,0,0,0,2,0,10,1,0,0,1,2,2,2,0,0,3,1,0,0,0,0,0,3,2,0,3,0,2,3,0,1,2,0,0,3,2,14,1,9,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,1,0,3,0,0,0,0,1,0,0,1,0,1,2,0,2,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,2,2,0,0,0,1,1,4,1,0,1,0,0,0,0,4,0,0,8,5
6,600,-1.0,5,60,1,1,275502,945644,737,2528,14005,39562,3,32,86.0606713028,3,2,4,0,14,5,1,12,10,0,0,2,2,3,2,1,1,3,0,9,7,1,16,6,2,1,2,4,1,1,8,2,1,0,0,2,1,22,2,0,0,7,0,0,0,1,2,2,1,1,12,0,0,11,1,0,1,2,0,9,1,11,4,0,0,2,10,1,13,1,5,1,4,3,1,0,0,4,1,2,0,1,4,2,1,1,7,1,3,3,0,2,1,1,0,3,6,10,2,0,1,5,0,2,0,3,0,0,0,2,2,1,1,1,1,1,0,3,3,0,1,1,1,2,1,3,1,1,0,9,2,0,1,0,0,0,0,0,3,0,1,1,4,3,2,6,2,0,2,0,8,4,4,2,0,1,1,0,2,1,1,0,0,3,0,0,2,8,2,0,5,0,0,1,5,0,17,1,4,1,7,2,1,1,3,0,1,1,1,0,0,1,6,1,2,6,6,0,0,2,4,1,0,0,0,1,0,0,0,3,1,1,5,4,2,0,1,1,1,1,1,0,1,1,20,3,3,2,1,2,1,0,1,2,1,5,1,4,1,0,0,2,0,1,1,0,0,6,18,4
7,2800,-1.0,0,80,0,1,233672,679321,451,1311,34009,26448,0,23,647.05633194,6,1,4,2,21,0,0,6,16,0,0,4,9,0,6,6,2,0,2,2,9,0,8,0,4,0,0,8,3,0,2,1,2,0,4,1,4,8,0,2,2,2,0,0,0,0,1,1,2,0,37,2,2,4,2,2,0,8,2,2,8,8,2,2,0,6,3,1,6,2,0,0,0,4,6,0,0,0,2,2,0,3,4,0,2,2,2,2,0,0,0,0,0,0,0,2,4,2,5,4,0,0,2,2,0,0,0,2,4,3,0,0,0,4,2,2,2,0,6,17,2,0,0,0,0,2,4,0,1,11,4,2,0,3,2,0,0,0,1,0,0,0,0,2,0,9,2,0,2,2,10,4,8,2,2,2,2,2,4,0,2,1,0,0,0,0,0,9,9,0,0,0,2,2,2,2,10,2,4,0,0,0,0,6,1,2,0,4,2,2,2,2,4,0,0,12,10,0,4,2,4,1,0,4,0,0,0,2,2,2,2,2,2,2,2,2,3,2,0,0,4,0,4,0,13,3,2,0,2,1,2,0,0,0,0,6,0,4,6,2,3,2,2,0,0,2,4,3,24,0
8,1500,350.0,5,90,0,1,434333,588208,1690,2289,21064,29434,2,19,377.93471656,2,2,0,0,21,1,0,3,1,0,0,3,4,1,3,0,0,19,0,13,1,0,8,5,1,0,0,2,0,0,1,0,1,0,0,1,0,8,0,1,0,6,0,0,0,1,0,1,0,0,0,0,1,4,0,0,0,0,0,2,1,4,0,0,1,0,1,0,7,1,2,2,1,0,0,1,0,2,0,1,0,2,2,0,0,0,1,0,1,0,0,1,0,1,0,1,1,4,2,1,2,2,0,0,0,7,0,1,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,1,0,2,0,0,0,6,1,0,1,1,1,0,0,1,2,0,0,1,0,1,0,13,1,1,0,0,5,0,1,0,2,4,1,0,1,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,2,0,11,2,12,0,1,0,2,1,0,0,0,0,0,0,1,0,3,0,0,4,2,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,2,1,0,0,0,3,0,0,2,1,0,8,2,1,1,0,0,1,1,4,2,0,3,3,0,1,1,0,1,0,1,1,0,1,1,7,1
9,900,300.0,7,80,0,1,125856,488378,330,1282,9430,33421,3,29,76.0515539317,0,0,3,0,9,1,0,4,5,0,0,2,0,0,1,4,0,1,0,2,2,0,1,0,2,1,1,3,2,3,6,2,3,0,0,0,3,3,1,0,1,2,1,0,1,0,1,0,0,1,1,0,2,0,0,0,3,5,0,1,0,6,1,0,1,1,1,2,6,0,0,0,1,0,2,0,1,5,0,0,1,1,2,1,0,0,4,1,0,0,0,1,0,1,0,0,0,2,2,1,0,0,1,0,0,4,0,0,1,2,0,1,0,1,4,0,2,0,2,2,0,2,0,0,0,1,1,1,0,4,1,0,1,0,1,0,0,0,1,0,0,0,1,2,1,14,4,1,0,2,3,0,1,1,0,0,1,1,0,1,15,5,1,0,0,1,1,1,3,1,3,0,1,1,3,0,4,0,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,3,2,14,2,1,0,2,1,0,0,0,1,1,4,1,4,0,0,0,1,2,0,1,0,0,2,11,0
